Date,positions
2020-07-06,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 93.46000000000001}]"
2020-07-07,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 93.17}]"
2020-07-08,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 95.34}]"
2020-07-09,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 95.75}]"
2020-07-10,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 95.92}]"
2020-07-13,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 95.48}]"
2020-07-14,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 97.06}]"
2020-07-15,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 97.72}]"
2020-07-16,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 96.52}]"
2020-07-17,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 96.33}]"
2020-07-20,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 98.36}]"
2020-07-21,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 97.0}]"
2020-07-22,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 97.27}]"
2020-07-23,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 92.85000000000001}]"
2020-07-24,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 92.61}]"
2020-07-27,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 94.81}]"
2020-07-28,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 93.25}]"
2020-07-29,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 95.04}]"
2020-07-30,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 96.19}]"
2020-07-31,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 106.26}]"
2020-08-03,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 108.94}]"
2020-08-04,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 109.67}]"
2020-08-05,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 110.06}]"
2020-08-06,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 113.9}]"
2020-08-07,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 111.11}]"
2020-08-10,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 112.73}]"
2020-08-11,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 109.38}]"
2020-08-12,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 113.01}]"
2020-08-13,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.01}]"
2020-08-14,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 114.91}]"
2020-08-17,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 114.61}]"
2020-08-18,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.56}]"
2020-08-19,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.71000000000001}]"
2020-08-20,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 118.28}]"
2020-08-21,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 124.37}]"
2020-08-24,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 125.86}]"
2020-08-25,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 124.82000000000001}]"
2020-08-26,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 126.52}]"
2020-08-27,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 125.01}]"
2020-08-28,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 124.81}]"
2020-08-31,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 129.04}]"
2020-09-01,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 134.18}]"
2020-09-02,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 131.4}]"
2020-09-03,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 120.88}]"
2020-09-04,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 120.96000000000001}]"
2020-09-08,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 112.82000000000001}]"
2020-09-09,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 117.32000000000001}]"
2020-09-10,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 113.49000000000001}]"
2020-09-11,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 112.0}]"
2020-09-14,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.36}]"
2020-09-15,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.54}]"
2020-09-16,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 112.13}]"
2020-09-17,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 110.34}]"
2020-09-18,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 106.84}]"
2020-09-21,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 110.08}]"
2020-09-22,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 111.81}]"
2020-09-23,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 107.12}]"
2020-09-24,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 108.22}]"
2020-09-25,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 112.28}]"
2020-09-28,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 114.96000000000001}]"
2020-09-29,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 114.09}]"
2020-09-30,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.81}]"
2020-10-01,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 116.79}]"
2020-10-02,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 113.02}]"
2020-10-05,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 116.5}]"
2020-10-06,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 113.16}]"
2020-10-07,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.08}]"
2020-10-08,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 114.97}]"
2020-10-09,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 116.97}]"
2020-10-12,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 124.4}]"
2020-10-13,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 121.10000000000001}]"
2020-10-14,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 121.19}]"
2020-10-15,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 120.71000000000001}]"
2020-10-16,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 119.02}]"
2020-10-19,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.98}]"
2020-10-20,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 117.51}]"
2020-10-21,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 116.87}]"
2020-10-22,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.75}]"
2020-10-23,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.04}]"
2020-10-26,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.05}]"
2020-10-27,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 116.60000000000001}]"
2020-10-28,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 111.2}]"
2020-10-29,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 115.32000000000001}]"
2020-10-30,"[{'sid': Equity(2 [AAPL]), 'amount': 461, 'cost_basis': 33.16356065495562, 'last_sale_price': 108.86}]"
2020-11-02,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 108.77}]"
2020-11-03,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 110.44}]"
2020-11-04,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 114.95}]"
2020-11-05,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 119.03}]"
2020-11-06,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 118.69}]"
2020-11-09,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 116.32000000000001}]"
2020-11-10,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 115.97}]"
2020-11-11,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 119.49000000000001}]"
2020-11-12,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 119.21000000000001}]"
2020-11-13,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 119.26}]"
2020-11-16,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 120.3}]"
2020-11-17,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 119.39}]"
2020-11-18,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 118.03}]"
2020-11-19,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 118.64}]"
2020-11-20,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 117.34}]"
2020-11-23,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 113.85000000000001}]"
2020-11-24,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 115.17}]"
2020-11-25,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 116.03}]"
2020-11-27,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 116.59}]"
2020-11-30,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 119.05}]"
2020-12-01,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 122.72}]"
2020-12-02,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 123.08}]"
2020-12-03,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 122.94}]"
2020-12-04,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 122.25}]"
2020-12-07,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 123.75}]"
2020-12-08,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 124.38000000000001}]"
2020-12-09,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 121.78}]"
2020-12-10,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 123.24000000000001}]"
2020-12-11,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 122.41}]"
2020-12-14,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 121.78}]"
2020-12-15,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 127.88000000000001}]"
2020-12-16,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 127.81}]"
2020-12-17,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 128.7}]"
2020-12-18,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 126.66}]"
2020-12-21,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 128.23}]"
2020-12-22,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 131.88}]"
2020-12-23,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 130.96}]"
2020-12-24,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 131.97}]"
2020-12-28,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 136.69}]"
2020-12-29,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 134.87}]"
2020-12-30,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 133.72}]"
2020-12-31,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 132.69}]"
2021-01-04,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 129.41}]"
2021-01-05,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 131.01}]"
2021-01-06,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 126.60000000000001}]"
2021-01-07,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 130.92000000000002}]"
2021-01-08,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 132.05}]"
2021-01-11,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 128.98}]"
2021-01-12,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 128.8}]"
2021-01-13,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 130.89000000000001}]"
2021-01-14,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 128.91}]"
2021-01-15,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 127.14}]"
2021-01-19,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 127.83}]"
2021-01-20,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 132.03}]"
2021-01-21,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 136.87}]"
2021-01-22,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 139.07}]"
2021-01-25,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 142.92000000000002}]"
2021-01-26,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 143.16}]"
2021-01-27,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 142.06}]"
2021-01-28,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 137.09}]"
2021-01-29,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 131.96}]"
2021-02-01,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 134.14000000000001}]"
2021-02-02,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 134.99}]"
2021-02-03,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 133.94}]"
2021-02-04,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 137.39000000000001}]"
2021-02-05,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 136.76}]"
2021-02-08,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 136.91}]"
2021-02-09,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 136.01}]"
2021-02-10,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 135.39000000000001}]"
2021-02-11,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 135.13}]"
2021-02-12,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 135.37}]"
2021-02-16,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 133.19}]"
2021-02-17,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 130.84}]"
2021-02-18,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 129.71}]"
2021-02-19,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 129.87}]"
2021-02-22,"[{'sid': Equity(2 [AAPL]), 'amount': 298, 'cost_basis': 33.16520159455293, 'last_sale_price': 126.0}]"
2021-02-23,"[{'sid': Equity(2 [AAPL]), 'amount': 265, 'cost_basis': 33.16557517945859, 'last_sale_price': 125.86}]"
2021-02-24,"[{'sid': Equity(2 [AAPL]), 'amount': 265, 'cost_basis': 33.16557517945859, 'last_sale_price': 125.35000000000001}]"
2021-02-25,"[{'sid': Equity(2 [AAPL]), 'amount': 265, 'cost_basis': 33.16557517945859, 'last_sale_price': 120.99000000000001}]"
2021-02-26,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 121.26}]"
2021-03-01,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 127.79}]"
2021-03-02,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 125.12}]"
2021-03-03,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 122.06}]"
2021-03-04,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 120.13}]"
2021-03-05,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 121.42}]"
2021-03-08,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 116.36}]"
2021-03-09,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 121.09}]"
2021-03-10,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 119.98}]"
2021-03-11,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 121.96000000000001}]"
2021-03-12,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 121.03}]"
2021-03-15,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 123.99000000000001}]"
2021-03-16,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 125.57000000000001}]"
2021-03-17,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 124.76}]"
2021-03-18,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 120.53}]"
2021-03-19,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 119.99000000000001}]"
2021-03-22,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 123.39}]"
2021-03-23,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 122.54}]"
2021-03-24,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 120.09}]"
2021-03-25,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 120.59}]"
2021-03-26,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 121.21000000000001}]"
2021-03-29,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 121.39}]"
2021-03-30,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 119.9}]"
2021-03-31,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 122.15}]"
2021-04-01,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 123.0}]"
2021-04-05,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 125.9}]"
2021-04-06,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 126.21000000000001}]"
2021-04-07,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 127.9}]"
2021-04-08,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 130.36}]"
2021-04-09,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 133.0}]"
2021-04-12,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 131.24}]"
2021-04-13,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 134.43}]"
2021-04-14,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 132.03}]"
2021-04-15,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 134.5}]"
2021-04-16,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 134.16}]"
2021-04-19,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 134.84}]"
2021-04-20,"[{'sid': Equity(2 [AAPL]), 'amount': 273, 'cost_basis': 35.74718469800925, 'last_sale_price': 133.11}]"
