Date,positions
2015-06-22,"[{'sid': Equity(2 [AAPL]), 'amount': 857, 'cost_basis': 15.523557420042309, 'last_sale_price': 31.900000000000002}]"
2015-06-23,"[{'sid': Equity(2 [AAPL]), 'amount': 857, 'cost_basis': 15.523557420042309, 'last_sale_price': 31.76}]"
2015-06-24,"[{'sid': Equity(2 [AAPL]), 'amount': 857, 'cost_basis': 15.523557420042309, 'last_sale_price': 32.03}]"
2015-06-25,"[{'sid': Equity(2 [AAPL]), 'amount': 857, 'cost_basis': 15.523557420042309, 'last_sale_price': 31.88}]"
2015-06-26,"[{'sid': Equity(2 [AAPL]), 'amount': 857, 'cost_basis': 15.523557420042309, 'last_sale_price': 31.69}]"
2015-06-29,"[{'sid': Equity(2 [AAPL]), 'amount': 857, 'cost_basis': 15.523557420042309, 'last_sale_price': 31.13}]"
2015-06-30,"[{'sid': Equity(2 [AAPL]), 'amount': 757, 'cost_basis': 15.523953721231212, 'last_sale_price': 31.36}]"
2015-07-01,"[{'sid': Equity(2 [AAPL]), 'amount': 757, 'cost_basis': 15.523953721231212, 'last_sale_price': 31.650000000000002}]"
2015-07-02,"[{'sid': Equity(2 [AAPL]), 'amount': 757, 'cost_basis': 15.523953721231212, 'last_sale_price': 31.61}]"
2015-07-06,"[{'sid': Equity(2 [AAPL]), 'amount': 757, 'cost_basis': 15.523953721231212, 'last_sale_price': 31.5}]"
2015-07-07,"[{'sid': Equity(2 [AAPL]), 'amount': 757, 'cost_basis': 15.523953721231212, 'last_sale_price': 31.42}]"
2015-07-08,"[{'sid': Equity(2 [AAPL]), 'amount': 757, 'cost_basis': 15.523953721231212, 'last_sale_price': 30.64}]"
2015-07-09,"[{'sid': Equity(2 [AAPL]), 'amount': 766, 'cost_basis': 15.69430805087732, 'last_sale_price': 30.02}]"
2015-07-10,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 30.82}]"
2015-07-13,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 31.42}]"
2015-07-14,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 31.400000000000002}]"
2015-07-15,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 31.7}]"
2015-07-16,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 32.13}]"
2015-07-17,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 32.4}]"
2015-07-20,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 33.02}]"
2015-07-21,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 32.69}]"
2015-07-22,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 31.310000000000002}]"
2015-07-23,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 31.29}]"
2015-07-24,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 31.12}]"
2015-07-27,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 30.69}]"
2015-07-28,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 30.84}]"
2015-07-29,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 30.75}]"
2015-07-30,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 30.59}]"
2015-07-31,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 30.330000000000002}]"
2015-08-03,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 29.61}]"
2015-08-04,"[{'sid': Equity(2 [AAPL]), 'amount': 778, 'cost_basis': 15.927655484539882, 'last_sale_price': 28.66}]"
2015-08-05,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.85}]"
2015-08-06,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.78}]"
2015-08-07,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.88}]"
2015-08-10,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 29.93}]"
2015-08-11,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.37}]"
2015-08-12,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.810000000000002}]"
2015-08-13,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.79}]"
2015-08-14,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.990000000000002}]"
2015-08-17,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 29.29}]"
2015-08-18,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 29.12}]"
2015-08-19,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.75}]"
2015-08-20,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 28.16}]"
2015-08-21,"[{'sid': Equity(2 [AAPL]), 'amount': 808, 'cost_basis': 16.407556889816867, 'last_sale_price': 26.44}]"
2015-08-24,"[{'sid': Equity(2 [AAPL]), 'amount': 862, 'cost_basis': 16.99488163221813, 'last_sale_price': 25.78}]"
2015-08-25,"[{'sid': Equity(2 [AAPL]), 'amount': 880, 'cost_basis': 17.177706780650034, 'last_sale_price': 25.93}]"
2015-08-26,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.42}]"
2015-08-27,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.23}]"
2015-08-28,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.32}]"
2015-08-31,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.19}]"
2015-09-01,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 26.93}]"
2015-09-02,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.080000000000002}]"
2015-09-03,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.59}]"
2015-09-04,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.32}]"
2015-09-08,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.080000000000002}]"
2015-09-09,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.54}]"
2015-09-10,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.14}]"
2015-09-11,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.55}]"
2015-09-14,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.830000000000002}]"
2015-09-15,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.07}]"
2015-09-16,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.1}]"
2015-09-17,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.48}]"
2015-09-18,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.36}]"
2015-09-21,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.8}]"
2015-09-22,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.35}]"
2015-09-23,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.580000000000002}]"
2015-09-24,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.75}]"
2015-09-25,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.68}]"
2015-09-28,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.11}]"
2015-09-29,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.26}]"
2015-09-30,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.580000000000002}]"
2015-10-01,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.400000000000002}]"
2015-10-02,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.59}]"
2015-10-05,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.69}]"
2015-10-06,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.830000000000002}]"
2015-10-07,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.69}]"
2015-10-08,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.38}]"
2015-10-09,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.03}]"
2015-10-12,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.900000000000002}]"
2015-10-13,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.95}]"
2015-10-14,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.55}]"
2015-10-15,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.97}]"
2015-10-16,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.76}]"
2015-10-19,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.93}]"
2015-10-20,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.44}]"
2015-10-21,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.44}]"
2015-10-22,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.88}]"
2015-10-23,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.77}]"
2015-10-26,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.82}]"
2015-10-27,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.64}]"
2015-10-28,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.82}]"
2015-10-29,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 30.13}]"
2015-10-30,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.88}]"
2015-11-02,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 30.3}]"
2015-11-03,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 30.64}]"
2015-11-04,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 30.5}]"
2015-11-05,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 30.23}]"
2015-11-06,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 30.26}]"
2015-11-09,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 30.14}]"
2015-11-10,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.19}]"
2015-11-11,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.03}]"
2015-11-12,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.93}]"
2015-11-13,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.080000000000002}]"
2015-11-16,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.55}]"
2015-11-17,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.42}]"
2015-11-18,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.32}]"
2015-11-19,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.69}]"
2015-11-20,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.830000000000002}]"
2015-11-23,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.44}]"
2015-11-24,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.72}]"
2015-11-25,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.51}]"
2015-11-27,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.45}]"
2015-11-30,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.580000000000002}]"
2015-12-01,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.330000000000002}]"
2015-12-02,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.07}]"
2015-12-03,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.8}]"
2015-12-04,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.76}]"
2015-12-07,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.57}]"
2015-12-08,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.560000000000002}]"
2015-12-09,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.91}]"
2015-12-10,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 29.04}]"
2015-12-11,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.3}]"
2015-12-14,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 28.12}]"
2015-12-15,"[{'sid': Equity(2 [AAPL]), 'amount': 877, 'cost_basis': 17.17771704290773, 'last_sale_price': 27.62}]"
2015-12-16,"[{'sid': Equity(2 [AAPL]), 'amount': 834, 'cost_basis': 17.177871719166724, 'last_sale_price': 27.830000000000002}]"
2015-12-17,"[{'sid': Equity(2 [AAPL]), 'amount': 834, 'cost_basis': 17.177871719166724, 'last_sale_price': 27.25}]"
2015-12-18,"[{'sid': Equity(2 [AAPL]), 'amount': 842, 'cost_basis': 17.26656652468533, 'last_sale_price': 26.51}]"
2015-12-21,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 26.830000000000002}]"
2015-12-22,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 26.810000000000002}]"
2015-12-23,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 27.150000000000002}]"
2015-12-24,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 27.01}]"
2015-12-28,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 26.7}]"
2015-12-29,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 27.18}]"
2015-12-30,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 26.830000000000002}]"
2015-12-31,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 26.32}]"
2016-01-04,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 26.34}]"
2016-01-05,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 25.68}]"
2016-01-06,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 25.17}]"
2016-01-07,"[{'sid': Equity(2 [AAPL]), 'amount': 861, 'cost_basis': 17.477672489878106, 'last_sale_price': 24.11}]"
2016-01-08,"[{'sid': Equity(2 [AAPL]), 'amount': 930, 'cost_basis': 17.97961614385491, 'last_sale_price': 24.240000000000002}]"
2016-01-11,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.63}]"
2016-01-12,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.990000000000002}]"
2016-01-13,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.35}]"
2016-01-14,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.88}]"
2016-01-15,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.28}]"
2016-01-19,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.17}]"
2016-01-20,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.2}]"
2016-01-21,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.080000000000002}]"
2016-01-22,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.35}]"
2016-01-25,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.86}]"
2016-01-26,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.0}]"
2016-01-27,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.35}]"
2016-01-28,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.52}]"
2016-01-29,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.330000000000002}]"
2016-02-01,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.11}]"
2016-02-02,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.62}]"
2016-02-03,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.09}]"
2016-02-04,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.150000000000002}]"
2016-02-05,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.5}]"
2016-02-08,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.75}]"
2016-02-09,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.75}]"
2016-02-10,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.57}]"
2016-02-11,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.42}]"
2016-02-12,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.5}]"
2016-02-16,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.16}]"
2016-02-17,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.53}]"
2016-02-18,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.07}]"
2016-02-19,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.01}]"
2016-02-22,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.22}]"
2016-02-23,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 23.67}]"
2016-02-24,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.02}]"
2016-02-25,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.19}]"
2016-02-26,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.23}]"
2016-02-29,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 24.17}]"
2016-03-01,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.13}]"
2016-03-02,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.19}]"
2016-03-03,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.38}]"
2016-03-04,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.75}]"
2016-03-07,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.47}]"
2016-03-08,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.26}]"
2016-03-09,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.28}]"
2016-03-10,"[{'sid': Equity(2 [AAPL]), 'amount': 927, 'cost_basis': 17.97962585259277, 'last_sale_price': 25.29}]"
